0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-1.5598956194931695,0.40985129481624394,0.24104112029963792,0.0010019722982723281,-0.18745888568784475,0.11538572777893073,-0.0469898391852476,0.17957441424374593,-16.046016905199476,-1.0912546905051395,0.4502219971119107,4.131802612131739,-1.3016034676541097,0.5562412609403257,0.5767003117310521,-0.21888446853084126,0.012953223664114825,1.3560936588198151
-1.0919788973042137,-0.41377250352787404,0.502308690563207,0.33139409474440396,1.165289614950246,0.9203343215833153,-0.33230703099431025,2.0054510372372567,-0.13575684075984826,0.8003983751822513,-0.49626472239094677,-0.3061473995046388,-1.1576939216121367,-0.33085432729922143,-0.0017872427047141157,0.42523879252785185,0.5575918633831519,0.8428228906822824
-1.8911137534760847,-0.14043937059731793,0.33711798880940624,0.042957471159091376,0.026542923948439493,-0.9587968145187873,-0.4062602871588507,0.39628548856609214,-0.46874694379528614,1.3021315965235731,-0.3526229330623924,-1.1820707914255388,-1.8166777194257004,0.04847912283274828,0.746181449639442,-0.11766296790513311,-0.34707419925848515,1.1481083411964625
-1.098008341141801,-0.41151403400708736,-0.3858948901170548,-0.4137564557702552,-0.2831289444009059,-0.048777161938543326,-0.5172420923822864,-0.2871455283719442,-0.047558121506777594,-0.35118938882239464,-0.9536730526420143,-0.37933138710107067,-0.8473568213915714,-0.3610258108009683,1.030350028704308,0.42708114716330864,-0.5164516263448757,0.07877968769892556
-1.7063361240734733,-0.7045394405922613,-0.10397767187959858,0.26272775056942815,0.2063272962275905,0.28687811237072974,-0.24435540437306286,0.37293727598555565,-0.19121254986049965,0.8517254477101215,-0.9265712909538404,-0.03915542740293941,-1.4432978303970376,-0.4740058561723417,0.2987859360003855,-0.0058439295501906355,0.522533638216271,1.030713815014911
-1.2553151746310651,0.11380239710756714,0.348633726882778,-0.0772803864970077,0.3815084021576709,0.578534679844135,0.207694141400685,-0.786845682778579,-2.0376164375233943,-0.3777635681700647,-0.05092103100797971,0.8693682613079815,-1.1962640425724504,0.31951035879953094,-0.004009380765226273,0.1380819004870289,0.18691326142779116,1.3999274012073837
-1.61543570473547,2.308996714922549,-0.6245096623051769,0.388887430384042,-0.23958257906963473,2.078332347537429,-0.5829673833702441,-1.3802924477127163,-0.06014629897066871,-0.020825244250141792,-1.1680916508463932,-0.63369602637845,-1.4283518437710572,0.5172992438838013,-0.5441211106903492,0.01135710376379528,-1.3403452019509798,0.4256517464654343
-1.6293913291535318,0.2524478455331786,-0.10727514813100274,-0.23897640236755202,-0.2402108618343875,0.11673614875465489,-0.7459328597567191,-0.07184970951950273,-0.5517381193678086,0.27631431079744895,-0.7061171186718053,-0.16676797366088325,-1.4632151680206404,-0.02388867791363126,0.20358409008865694,0.27210612003137064,0.041555715879565996,1.0633546957412738
-1.9055291390512266,-0.6399532330737538,0.7238279597534975,-0.1573725076015247,0.4475293387737957,1.0410710261185574,-0.5437586482499775,0.22519673842055868,-0.37805482214520136,0.3108237187228652,-1.7498960490423254,-0.24206427883206758,-1.5965130149882856,0.21264312118981832,0.0606993613640939,0.26717984779137705,0.3130461459117162,2.114684574269237
-1.1678362820949264,0.23081800721878498,-0.4200578163796652,0.04169791871242018,-0.44119294740208564,-0.2476255930791556,-0.19347641097008217,0.6001641548700126,-0.5277535218256686,0.016545934503812084,-0.9871940774209719,-0.8448963353291132,-1.006779868945706,-0.5910095665863814,0.03729721659008928,-0.27700178464200886,0.8105690707707842,0.5011448615517952
-1.4705948242673834,0.1256771008341024,-0.1519370981597598,0.13309653303719768,-0.22945352902214466,0.17700633316317096,-2.70202785402596,-2.197663705182712,0.688255939868527,2.678120342304539,3.6433461453481653,1.3587128853669757,-1.2819276952233036,-0.11512463304010652,-0.13798531600204667,0.30084069672789804,0.3580329190560922,0.8859957215514654
-1.5522274921843355,-1.1575617668732923,0.05161214941201699,0.19678083215043812,0.9913743485771143,0.8731010904118399,-0.024033374098610148,0.4685256680223852,-0.07671313951946732,1.1209672125051773,-1.6683573221186843,-0.3053054312767646,-1.2222139903566915,-0.8607430423063279,0.522133843682183,0.21122648505710168,0.7782216982665061,0.5170430015538497
-1.3142760863339429,0.008513064936892257,-0.08352816021776824,0.15625159312881068,-0.013364338143334095,0.7392124475904462,0.4729392066509541,1.4852617684644744,1.8630859924085579,-0.2223327830678492,-0.3821591487660991,-1.2001868220421386,-1.0957775727314503,-0.21400569081168885,-0.18195458934590153,-0.032667753106754724,0.7861856766451066,0.8126445783304913
-1.0021933257457851,-0.9779502084147104,-0.24884141687923705,-0.2435037670758127,-0.6254750013702695,-0.7162483190498541,-0.2356690266335548,0.35987896020071075,0.379608016086146,0.13689956424379154,-1.5166756803036894,-0.29940151093230394,-0.5235550824204823,-0.7147565169529486,0.9255547974171908,0.6588839418681728,-0.03221321028402473,-0.27540663976595686
-1.5340347531964384,-0.345707706585971,-0.4103260685367083,0.18058999956069746,0.039375340256042834,-0.5180352375695005,-1.370692576455493,1.2408328044395374,-0.38752797949449463,0.7846772225099343,-0.2072779610873276,1.4018759853601919,-1.3281911169504013,-0.35751364919625067,0.2693136972211025,0.17119701221944675,-0.16600267378717137,0.43032011681939847
-1.4489689456788877,-0.2781211109865251,-0.3034192444101123,0.36661528607423005,0.12154288946915558,-0.3858747372565268,-0.1725587908210078,1.1929238105123512,-0.10612487655812078,0.14120817930763135,-1.4872020934498198,-0.693908907965783,-1.0639857575965277,-0.4132628084011942,0.7542488247067359,0.5560722943738178,0.17866692579807097,0.4551319380486972
-1.628014827180148,0.4532269423600681,-0.15588242694309198,0.400803365760499,-0.20507596104378634,1.1328127836602164,-0.8493692123428233,-1.0538110198129975,-0.5034129242632632,0.3618553435782884,-0.9108796985931461,-0.47165855373779253,-1.5394067770499047,0.08132515196898332,0.1998788350479795,0.13057095662122456,0.18534484051588093,1.476626855143572
-1.2078915709179825,-0.2610583463255691,-0.14398561041777294,-0.09495796792061785,0.33240505814894483,-1.3260548401061862,-1.33203076868671,1.0748387359209852,-0.33622192221309594,0.3706940166307593,-0.6142918553852001,-0.06225424867824786,-1.135381253100228,-0.7370830276554754,0.3291920297192126,-0.14769856957373223,0.4757075679448538,-0.28169283037274184
-1.196917501072777,-1.1695904246342665,0.9158056089643547,0.633103704658296,0.9798104828014956,-0.3345473043815895,-0.09554237851978073,1.2029498457880012,0.4472795740004615,0.5670488368243888,-1.571190407754196,0.38962458972839425,-0.858889629519347,-0.8062422062216535,1.278605856767795,0.8644562981740425,-0.27658254545840455,0.3368418016796154
-1.2632804177517005,0.1205074972740135,-0.5065726056120329,-0.2077442173697687,-0.28104139956288965,-0.579953272179787,-0.37697949611236675,-0.08803026791772625,-0.5591107117827129,-2.4237707698580992,-2.2210000359979145,-0.9927179045400191,-1.217661072550518,0.0866423910426091,0.5010049493184466,0.21762100893857328,-0.5341115414608655,0.10279933470944416
-1.2316916298937841,1.3156345633766326,0.024791033716215095,0.08396262664818553,-0.5314310628485505,-0.060628740668556974,0.008923919524588125,-0.07818480567425229,-0.12882596536530966,1.836438257021096,-0.18644416764141558,-0.30641708260621076,-1.4185294918998876,1.3072870693493621,0.18798341301040888,-1.0790797476251541,-0.5661725621609818,-0.32492017317016647
-1.223055851573857,-0.8270329420194978,-0.7219077636529229,0.22181139326571467,-0.42292241269935,-0.42196201820450124,-0.8789173460983098,0.7036382246401705,0.13922182020388613,0.11858906429291446,-1.0583720368851572,0.26403744248464844,-0.9626359596448223,-0.7935204338926914,0.3747736827917412,-0.43069920207986256,-0.02827345579233546,0.28024156487319335
-1.1937544726187106,-0.4465695772463989,0.06280259979399164,0.8956787169652464,1.2075776428233829,0.8976661954299413,0.561861872674884,-0.024648889705213294,-0.35555866196377595,0.6661533058805121,-1.5342887444030613,-0.29006447999271273,-1.1866750590227684,-0.08061758225754548,-0.25588125776478077,0.8119403555371083,0.5887996607184137,1.425358032076487
-1.2185905600452354,0.8740267649605357,0.30793194968684034,-0.2572031491042285,0.1446831237556472,0.022771489021293116,-0.03433000124008538,-0.925945155588925,-0.36623616376633356,1.3357593843285656,-0.44117201680021645,-0.014436406948809152,-1.5134350049631982,0.8312208447851278,0.038205657555898304,-0.10404333130313667,0.290381361216618,0.41595787466898526
-1.068263479466749,0.6070388378498701,0.5860727163397046,-0.30857592782604687,-0.4221014054907966,0.2931368503368188,-0.4866575189218162,-1.0643183360034754,-0.5402895500183712,0.569245897999769,-0.521808989175307,0.351048173023157,-0.8433460253582324,1.0750995409862971,0.7093840676444562,-0.37258663982418677,-0.017351023270082967,1.4586263365256422
-1.0026041682732842,-1.3979875559648722,-0.8209132622214996,0.017674537798668156,-0.2377322682722809,-1.0313470682926278,-0.6513354471188462,0.2818065474332911,0.6356803831122338,-0.2376960810790247,-1.2372547773496534,0.3028994315984881,-0.7014998293693646,-0.8289105721788832,0.8452800088932307,0.500605718681821,-1.1736763170806865,-0.36046846395718296
