0,1,2,3,4,5
-3542.154360404619,985.0986591446016,903.3688592955515,-279.3657396280262,15.216277535881979,1308.514337033016
-3150.5221631309296,-585.9402692343945,-2.799615971414753,542.7390558610234,655.008572768906,813.2519674173294
-4943.865827978641,85.85612440600555,1168.851605030247,-150.17512332545297,-407.7114298653152,1107.826303258586
-2305.977768421531,-639.3737162457315,1613.9858279456366,545.0904824782162,-606.680737096561,76.01565728928905
-3927.7582077416223,-839.4604394371914,468.0314969278149,-7.45870052855834,613.8253354615275,994.5506311848424
-3255.4860215840326,565.8501951188325,-6.280471251163872,176.23613277689753,219.5688219992383,1350.8101474933824
-3887.0845363713543,916.1326699586887,-852.3353587368995,14.495252743617788,-1574.5165153966373,410.7175114423064
-3981.960801745349,-42.30665043019958,318.90311743039183,347.2933826237425,48.81590269900058,1026.0462879383722
-4344.714560169158,376.5892037679779,95.08216264155818,341.0059027620013,367.7383453917798,2040.489656254284
-2739.828059294403,-1046.6730400432073,58.42400865842157,-353.5417974797766,952.1833531694764,483.5619073992591
-3488.6091564757126,-203.88477016358922,-216.1462981390537,383.96778134012214,420.5847443546144,854.9100548180089
-3326.105625004334,-1524.3687881237133,817.8935318258431,269.59173313244656,914.1845807908876,498.9022520646518
-2982.0244058505705,-379.0023032658947,-285.02171141126905,-41.69437452511578,923.5399434744077,784.1324784182073
-1424.7910090852104,-1265.8278626704655,1449.829945554495,840.9440879223255,-37.84117071655249,-265.7438402606163
-3614.509390356641,-633.153707176901,421.86487938774326,218.5014782538369,-195.00495178216147,415.22208935181084
-2895.5068762005426,-731.8850056936442,1181.4886979254682,709.7239417994862,209.88177151284327,439.16337363942387
-4189.306930467381,144.0261695508608,313.09904215696696,166.64979527904322,217.7263827341141,1424.8185572115187
-3089.8009695986457,-1305.36792792786,515.6609461229448,-188.51004097238717,558.8182963150819,-271.80947627388207
-2337.3628927029977,-1427.8482594982206,2002.8647302961735,1103.31936631433,-324.9042000977174,325.02351437392264
-3313.7154170335734,153.44295584414127,784.7962977663518,277.7531659911107,-627.4260107545375,99.19256124376267
-3860.3542092214116,2315.1945559667693,294.4655272822087,-1377.2466993035964,-665.0884028900382,-313.5201630206194
-2619.6958187916516,-1405.3181062298002,587.0620622717088,-549.7082636965972,-33.21310288392545,270.40912925459327
-3229.390777727954,-142.77306946114516,-400.82371248982827,1036.2924308012489,691.6686751380562,1375.3485301305936
-4118.627934881899,1472.085221198143,59.84703074168685,-132.7921638202905,341.11380287213916,401.36375468331005
-2295.062878432965,1903.992369214406,1111.2105593750223,-475.5382732664663,-20.38241540911749,1407.4495970866778
-1909.045835520245,-1467.9937475760275,1324.083968547112,638.9310662390033,-1378.7289589902427,-347.82122168961416
-1798.547130207192,-2272.3510019493383,1388.042405616181,101.54955957424973,1047.8432432332538,-812.1100015541176
-3803.4514603706784,2916.2108815386587,-91.11202830890795,-684.316028606321,-305.27919697582917,-244.59846269483444
-2846.9793363886756,-1023.3975054279122,520.1809880382057,-549.9694279484714,526.1961922569526,552.2132895523865
-4107.490667165035,-1237.1906630450765,907.7589016610034,-528.5523861608075,586.7546844856292,1123.3961404356903
-4278.133318297511,-44.72644429324207,322.72600299291514,284.4017064993194,263.2072588890916,1343.6637215197165
-2779.2203627903227,-1134.9738125033757,482.8061030325476,-501.79223062283535,642.243308002134,146.81108026654258
-3364.8646778174825,-577.3669185337776,913.0571468880825,262.6511395311077,-250.11900563671082,420.8039861027745
-3929.4260678140536,-140.75189469586607,315.769563666583,220.4226135860326,-303.8596841781443,791.9054191928963
-1791.9724069705785,-1576.6889394804946,1389.3971787048042,418.3012506567183,-296.1616472679588,-858.7978795607605
-5365.588883986525,79.35850957204627,251.18168583036396,510.52634635236694,530.5318471782831,2419.5952072792456
-1163.3911757768763,-2420.4833140158926,1123.8470033022907,837.1792821972047,481.34113395977135,-788.7143121409604
-2069.229555202979,-1761.4251731652903,743.6782964334434,31.97169588358761,948.4093406940746,-383.14383254165483
-3121.647087077156,3108.093547638432,1.7262586996351768,-1722.1509187258666,-1215.413769887401,-263.79336029115564
-3012.4005072929745,-224.94228462477818,220.75433907627942,306.20646494803003,-515.3609485856766,74.407501832164
